order_id,order_date,ship_date,ship_mode,shipping_cost,order_priority,customer_id,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_delay
ORD00496,2021-02-15,2021-02-17,Second Class,48.84,Medium,CUST0062,Home Office,United States,Phoenix,Arizona,West,PROD0116,Office Supplies,Art,Art Model 266,1451,5,0.1,377.26,2
ORD00497,2022-08-18,2022-08-19,Standard Class,20.58,High,CUST0217,Consumer,United States,Philadelphia,Pennsylvania,East,PROD0116,Office Supplies,Binders,Binders Model 638,1163.65,9,0.2,221.09,1
ORD00498,2020-05-03,2020-05-08,Second Class,47.44,Medium,CUST0284,Consumer,United States,Dallas,Texas,South,PROD0155,Technology,Accessories,Accessories Model 134,1435.29,9,0.2,287.06,5
ORD00499,2021-06-07,2021-06-14,Second Class,12.34,Low,CUST0422,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0090,Office Supplies,Art,Art Model 641,1598.37,8,0.3,159.84,7
ORD00500,2022-01-06,2022-01-15,Same Day,35.62,High,CUST0136,Corporate,United States,Phoenix,Arizona,West,PROD0161,Technology,Phones,Phones Model 674,1747.01,3,0.3,314.46,9
ORD00501,2021-08-08,2021-08-17,Standard Class,41.03,Medium,CUST0101,Home Office,United States,Chicago,Illinois,Central,PROD0014,Office Supplies,Art,Art Model 366,1571.99,6,0.3,440.16,9
ORD00502,2021-02-05,2021-02-12,First Class,25.84,High,CUST0362,Corporate,United States,Houston,Texas,South,PROD0155,Furniture,Bookcases,Bookcases Model 620,1370.34,8,0.1,383.7,7
ORD00503,2021-04-22,2021-04-29,Second Class,22.35,Low,CUST0233,Home Office,United States,Phoenix,Arizona,West,PROD0032,Office Supplies,Paper,Paper Model 933,871.42,6,0.1,43.57,7
ORD00504,2021-11-29,2021-12-06,First Class,31.67,High,CUST0057,Home Office,United States,San Jose,California,West,PROD0161,Furniture,Bookcases,Bookcases Model 241,377.73,6,0,75.55,7
ORD00505,2020-06-13,2020-06-17,Same Day,20.44,High,CUST0488,Home Office,United States,Los Angeles,California,West,PROD0137,Furniture,Tables,Tables Model 770,1507.59,5,0,331.67,4
ORD00506,2021-01-16,2021-01-18,Same Day,11.75,Medium,CUST0188,Home Office,United States,Chicago,Illinois,Central,PROD0017,Office Supplies,Paper,Paper Model 738,217.5,2,0.1,32.62,2
ORD00507,2022-03-21,2022-03-24,Same Day,14.54,High,CUST0086,Corporate,United States,Chicago,Illinois,Central,PROD0150,Technology,Computers,Computers Model 961,1095.39,9,0.3,142.4,3
ORD00508,2022-03-18,2022-03-28,Standard Class,24.7,Low,CUST0124,Corporate,United States,San Jose,California,West,PROD0045,Technology,Phones,Phones Model 360,547.02,1,0.1,109.4,10
ORD00509,2021-01-01,2021-01-07,Standard Class,39.49,Critical,CUST0302,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0161,Office Supplies,Art,Art Model 875,1297.48,6,0,194.62,6
ORD00510,2020-07-16,2020-07-23,Standard Class,10.53,Critical,CUST0208,Consumer,United States,Los Angeles,California,West,PROD0114,Furniture,Tables,Tables Model 188,1006.59,10,0.1,80.53,7
ORD00511,2020-08-18,2020-08-24,Second Class,30.01,Critical,CUST0038,Corporate,United States,San Jose,California,West,PROD0112,Technology,Computers,Computers Model 716,1073.05,4,0,107.31,6
ORD00512,2020-08-01,2020-08-09,Second Class,48.3,Critical,CUST0051,Consumer,United States,Los Angeles,California,West,PROD0075,Office Supplies,Storage,Storage Model 215,1037.98,3,0.2,134.94,8
ORD00513,2020-01-05,2020-01-12,Second Class,33.64,High,CUST0128,Consumer,United States,San Diego,California,West,PROD0120,Furniture,Tables,Tables Model 742,223.45,7,0.3,17.88,7
ORD00514,2021-12-28,2022-01-03,Second Class,22.9,High,CUST0057,Corporate,United States,Chicago,Illinois,Central,PROD0100,Office Supplies,Binders,Binders Model 752,1675.44,3,0,301.58,6
ORD00515,2020-03-18,2020-03-21,First Class,46.72,Low,CUST0175,Home Office,United States,Chicago,Illinois,Central,PROD0076,Office Supplies,Binders,Binders Model 807,1751.82,8,0.3,437.95,3
ORD00516,2021-03-10,2021-03-13,Same Day,38.92,Critical,CUST0009,Home Office,United States,Phoenix,Arizona,West,PROD0133,Office Supplies,Art,Art Model 311,1745.81,6,0.3,139.66,3
ORD00517,2021-03-23,2021-03-28,Same Day,48.88,Critical,CUST0255,Corporate,United States,Dallas,Texas,South,PROD0128,Furniture,Bookcases,Bookcases Model 201,1755.65,9,0.2,263.35,5
ORD00518,2021-08-12,2021-08-15,Second Class,24.52,Low,CUST0117,Consumer,United States,Chicago,Illinois,Central,PROD0105,Technology,Computers,Computers Model 750,1701.56,2,0.2,442.41,3
ORD00519,2020-03-26,2020-04-01,Standard Class,12.44,Critical,CUST0450,Consumer,United States,New York,New York,East,PROD0116,Office Supplies,Binders,Binders Model 244,1120.82,5,0.1,168.12,6
ORD00520,2021-11-28,2021-12-04,Standard Class,27.76,High,CUST0335,Consumer,United States,Dallas,Texas,South,PROD0100,Technology,Phones,Phones Model 340,1465.05,4,0.1,219.76,6
ORD00521,2022-01-31,2022-02-04,First Class,41.42,Critical,CUST0181,Corporate,United States,San Diego,California,West,PROD0036,Technology,Accessories,Accessories Model 609,1822.54,2,0.2,510.31,4
ORD00522,2021-06-08,2021-06-11,Second Class,12.73,Critical,CUST0467,Corporate,United States,San Diego,California,West,PROD0045,Furniture,Furnishings,Furnishings Model 206,500.56,10,0.1,150.17,3
ORD00523,2022-04-07,2022-04-11,Second Class,40.94,Low,CUST0036,Home Office,United States,Los Angeles,California,West,PROD0108,Furniture,Furnishings,Furnishings Model 220,858.71,4,0.2,240.44,4
ORD00524,2020-04-07,2020-04-14,First Class,46.63,Medium,CUST0283,Consumer,United States,Los Angeles,California,West,PROD0181,Technology,Accessories,Accessories Model 651,1748.99,10,0.3,139.92,7
ORD00525,2021-08-20,2021-08-21,First Class,31.42,High,CUST0300,Consumer,United States,San Diego,California,West,PROD0146,Technology,Computers,Computers Model 787,1837.52,5,0.3,330.75,1
ORD00526,2020-05-26,2020-05-31,First Class,48.27,Low,CUST0066,Home Office,United States,New York,New York,East,PROD0080,Furniture,Tables,Tables Model 847,456.21,4,0.3,123.18,5
ORD00527,2021-04-11,2021-04-20,Second Class,49.74,Low,CUST0355,Home Office,United States,San Diego,California,West,PROD0068,Technology,Phones,Phones Model 593,878.7,3,0.2,114.23,9
ORD00528,2021-02-15,2021-02-23,Second Class,40.78,Low,CUST0120,Home Office,United States,San Diego,California,West,PROD0056,Technology,Computers,Computers Model 309,1847.37,7,0.1,166.26,8
ORD00529,2021-09-25,2021-10-04,First Class,13.1,Medium,CUST0173,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0078,Technology,Accessories,Accessories Model 310,1032.33,5,0,258.08,9
ORD00530,2022-01-14,2022-01-19,Standard Class,28.06,High,CUST0474,Home Office,United States,Dallas,Texas,South,PROD0083,Office Supplies,Binders,Binders Model 353,1723.74,5,0.2,189.61,5
ORD00531,2021-12-19,2021-12-25,Standard Class,11.28,High,CUST0357,Home Office,United States,Phoenix,Arizona,West,PROD0030,Furniture,Furnishings,Furnishings Model 111,380.14,2,0,95.03,6
ORD00532,2020-07-18,2020-07-28,First Class,21.9,Medium,CUST0223,Corporate,United States,San Jose,California,West,PROD0185,Office Supplies,Storage,Storage Model 251,717.1,10,0,121.91,10
ORD00533,2020-06-17,2020-06-26,Second Class,16.42,High,CUST0043,Consumer,United States,Dallas,Texas,South,PROD0189,Office Supplies,Art,Art Model 718,1817.85,5,0.3,509,9
ORD00534,2020-06-28,2020-07-07,Same Day,48.39,Medium,CUST0484,Consumer,United States,Los Angeles,California,West,PROD0160,Furniture,Chairs,Chairs Model 518,552.75,7,0,88.44,9
ORD00535,2021-10-27,2021-10-28,Standard Class,22.3,Critical,CUST0213,Corporate,United States,Dallas,Texas,South,PROD0146,Furniture,Chairs,Chairs Model 503,1773.05,9,0,531.91,1
ORD00536,2022-03-29,2022-04-01,Same Day,29.86,Critical,CUST0217,Home Office,United States,San Jose,California,West,PROD0119,Furniture,Furnishings,Furnishings Model 388,292.66,4,0,55.61,3
ORD00537,2022-03-07,2022-03-12,Second Class,15.98,Medium,CUST0257,Consumer,United States,Los Angeles,California,West,PROD0111,Furniture,Bookcases,Bookcases Model 617,1081.93,2,0.2,227.21,5
ORD00538,2021-10-15,2021-10-25,First Class,33.31,Low,CUST0316,Home Office,United States,San Diego,California,West,PROD0070,Furniture,Furnishings,Furnishings Model 880,1421.37,6,0.1,85.28,10
ORD00539,2022-04-18,2022-04-27,Second Class,37.95,High,CUST0480,Consumer,United States,San Antonio,Texas,South,PROD0017,Furniture,Tables,Tables Model 511,210.76,1,0.2,35.83,9
ORD00540,2020-07-06,2020-07-11,Second Class,9.09,Low,CUST0427,Consumer,United States,San Diego,California,West,PROD0183,Technology,Computers,Computers Model 375,132.6,1,0.3,10.61,5
ORD00541,2021-01-24,2021-01-27,Standard Class,5.93,Low,CUST0338,Consumer,United States,Philadelphia,Pennsylvania,East,PROD0013,Furniture,Bookcases,Bookcases Model 338,662.63,5,0,172.28,3
ORD00542,2022-06-30,2022-07-05,First Class,32.04,Critical,CUST0431,Consumer,United States,Houston,Texas,South,PROD0150,Technology,Accessories,Accessories Model 550,1054.15,6,0,263.54,5
ORD00543,2022-04-13,2022-04-21,Standard Class,48.96,Medium,CUST0285,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0080,Office Supplies,Storage,Storage Model 231,439.23,7,0.2,127.38,8
ORD00544,2021-05-08,2021-05-10,Same Day,34.52,High,CUST0194,Home Office,United States,San Jose,California,West,PROD0139,Furniture,Bookcases,Bookcases Model 569,485.75,10,0.2,24.29,2
ORD00545,2021-02-25,2021-02-28,Second Class,13.34,Medium,CUST0125,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0195,Furniture,Chairs,Chairs Model 369,1223.12,4,0.1,195.7,3
ORD00546,2021-03-19,2021-03-24,Same Day,47.56,High,CUST0403,Corporate,United States,San Antonio,Texas,South,PROD0158,Furniture,Chairs,Chairs Model 907,1311.61,3,0.3,104.93,5
ORD00547,2022-04-03,2022-04-12,Second Class,46.55,Medium,CUST0352,Home Office,United States,San Jose,California,West,PROD0026,Technology,Phones,Phones Model 625,991.68,9,0.2,99.17,9
ORD00548,2022-08-20,2022-08-24,Same Day,43.08,High,CUST0147,Corporate,United States,Los Angeles,California,West,PROD0142,Office Supplies,Binders,Binders Model 443,1892.54,4,0.3,510.99,4
ORD00549,2020-11-21,2020-11-25,Standard Class,33.24,Medium,CUST0413,Corporate,United States,Philadelphia,Pennsylvania,East,PROD0044,Furniture,Furnishings,Furnishings Model 503,1950.44,10,0.3,370.58,4
ORD00550,2021-03-11,2021-03-20,Same Day,27.17,High,CUST0390,Corporate,United States,Phoenix,Arizona,West,PROD0013,Technology,Computers,Computers Model 610,1531.13,9,0,290.91,9
ORD00551,2021-02-12,2021-02-16,Same Day,17.14,Medium,CUST0069,Corporate,United States,Dallas,Texas,South,PROD0011,Office Supplies,Storage,Storage Model 657,643.3,3,0,180.12,4
ORD00552,2022-01-19,2022-01-27,Same Day,17.44,High,CUST0442,Corporate,United States,Phoenix,Arizona,West,PROD0115,Technology,Phones,Phones Model 423,289.08,9,0.2,34.69,8
ORD00553,2022-10-24,2022-10-27,First Class,6.17,Low,CUST0059,Consumer,United States,San Antonio,Texas,South,PROD0176,Technology,Phones,Phones Model 215,573.4,5,0.2,68.81,3
ORD00554,2022-06-07,2022-06-13,First Class,47.15,Critical,CUST0401,Consumer,United States,San Diego,California,West,PROD0018,Technology,Computers,Computers Model 965,1713.09,7,0,411.14,6
ORD00555,2021-08-12,2021-08-17,Second Class,21.6,Critical,CUST0355,Consumer,United States,Dallas,Texas,South,PROD0167,Office Supplies,Paper,Paper Model 655,1752.71,1,0.2,420.65,5
ORD00556,2020-12-02,2020-12-08,Second Class,35.09,Low,CUST0412,Corporate,United States,Chicago,Illinois,Central,PROD0116,Technology,Phones,Phones Model 186,422.31,7,0.2,42.23,6
ORD00557,2021-10-23,2021-10-28,First Class,46.68,Critical,CUST0430,Home Office,United States,San Antonio,Texas,South,PROD0002,Office Supplies,Storage,Storage Model 264,339.98,1,0.2,23.8,5
ORD00558,2022-12-25,2022-12-31,Same Day,12.74,High,CUST0471,Corporate,United States,San Jose,California,West,PROD0046,Office Supplies,Paper,Paper Model 294,1297.99,8,0,259.6,6
ORD00559,2022-01-30,2022-01-31,First Class,29.21,High,CUST0131,Corporate,United States,Dallas,Texas,South,PROD0060,Technology,Phones,Phones Model 534,1870.79,7,0,355.45,1
ORD00560,2022-10-31,2022-11-06,Second Class,42.23,Medium,CUST0322,Corporate,United States,Philadelphia,Pennsylvania,East,PROD0027,Technology,Phones,Phones Model 817,191.3,3,0.3,28.7,6
ORD00561,2021-01-20,2021-01-30,Second Class,24.02,Low,CUST0197,Consumer,United States,San Jose,California,West,PROD0155,Technology,Phones,Phones Model 735,1024.98,8,0.2,153.75,10
ORD00562,2022-10-16,2022-10-24,Same Day,17.63,Low,CUST0403,Home Office,United States,New York,New York,East,PROD0061,Technology,Computers,Computers Model 314,677.9,10,0.1,67.79,8
ORD00563,2021-07-19,2021-07-28,First Class,28.79,High,CUST0311,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0089,Furniture,Tables,Tables Model 947,1955.16,9,0.2,527.89,9
ORD00564,2021-03-08,2021-03-17,Standard Class,5.59,Critical,CUST0332,Consumer,United States,San Diego,California,West,PROD0132,Office Supplies,Storage,Storage Model 315,1994.01,6,0,119.64,9
ORD00565,2022-10-08,2022-10-10,Same Day,27.22,Critical,CUST0373,Home Office,United States,San Jose,California,West,PROD0055,Office Supplies,Binders,Binders Model 495,1862.16,4,0.3,372.43,2
ORD00566,2022-08-02,2022-08-07,Same Day,11.02,Critical,CUST0191,Corporate,United States,Phoenix,Arizona,West,PROD0109,Furniture,Furnishings,Furnishings Model 800,1784.75,1,0.2,285.56,5
ORD00567,2022-02-14,2022-02-16,Second Class,17.4,Medium,CUST0335,Corporate,United States,Chicago,Illinois,Central,PROD0057,Technology,Phones,Phones Model 411,55.44,6,0.1,14.97,2
ORD00568,2022-10-05,2022-10-11,Same Day,35.51,Critical,CUST0469,Consumer,United States,San Antonio,Texas,South,PROD0106,Office Supplies,Storage,Storage Model 427,149.89,9,0.3,17.99,6
ORD00569,2022-10-26,2022-10-28,Same Day,22.06,Low,CUST0058,Corporate,United States,Philadelphia,Pennsylvania,East,PROD0072,Furniture,Tables,Tables Model 606,486.55,1,0.2,136.23,2
ORD00570,2020-06-06,2020-06-08,Second Class,24.46,Critical,CUST0065,Corporate,United States,Houston,Texas,South,PROD0096,Technology,Phones,Phones Model 775,1924.97,4,0.1,327.24,2
ORD00571,2021-06-17,2021-06-26,Second Class,35.8,Low,CUST0034,Corporate,United States,San Antonio,Texas,South,PROD0084,Furniture,Chairs,Chairs Model 949,1737.01,8,0.3,295.29,9
ORD00572,2020-02-25,2020-03-02,First Class,21.73,Medium,CUST0291,Home Office,United States,Los Angeles,California,West,PROD0129,Technology,Accessories,Accessories Model 675,1425.35,8,0.2,128.28,6
ORD00573,2022-12-05,2022-12-13,Second Class,43.41,Medium,CUST0079,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0041,Technology,Computers,Computers Model 536,1247.95,8,0.3,237.11,8
ORD00574,2022-09-29,2022-09-30,Standard Class,45.66,Critical,CUST0335,Corporate,United States,Dallas,Texas,South,PROD0070,Furniture,Tables,Tables Model 415,300.39,7,0.3,24.03,1
ORD00575,2022-09-01,2022-09-09,Standard Class,47.49,High,CUST0374,Home Office,United States,Dallas,Texas,South,PROD0158,Office Supplies,Binders,Binders Model 270,1870.07,5,0,130.9,8
ORD00576,2020-11-23,2020-11-30,Second Class,31.75,Critical,CUST0351,Home Office,United States,Chicago,Illinois,Central,PROD0082,Technology,Phones,Phones Model 465,1392.89,1,0.1,278.58,7
ORD00577,2020-05-19,2020-05-26,Same Day,7.21,Low,CUST0033,Home Office,United States,Los Angeles,California,West,PROD0174,Technology,Computers,Computers Model 169,551.02,9,0.3,132.24,7
ORD00578,2020-10-03,2020-10-09,Standard Class,15.26,High,CUST0133,Corporate,United States,Los Angeles,California,West,PROD0168,Furniture,Furnishings,Furnishings Model 695,812.39,3,0.3,64.99,6
ORD00579,2020-03-12,2020-03-15,First Class,38.52,High,CUST0268,Corporate,United States,Houston,Texas,South,PROD0007,Technology,Computers,Computers Model 210,1821.77,5,0.1,528.31,3
ORD00580,2022-05-12,2022-05-13,Same Day,39,Low,CUST0019,Corporate,United States,Phoenix,Arizona,West,PROD0108,Office Supplies,Binders,Binders Model 800,1098.1,10,0.3,164.71,1
ORD00581,2021-04-20,2021-04-25,Second Class,45.77,Medium,CUST0195,Home Office,United States,Dallas,Texas,South,PROD0045,Furniture,Furnishings,Furnishings Model 482,1884.41,10,0,207.29,5
ORD00582,2020-04-30,2020-05-03,First Class,13.07,Medium,CUST0327,Home Office,United States,Houston,Texas,South,PROD0108,Furniture,Bookcases,Bookcases Model 890,247.4,9,0.3,14.84,3
ORD00583,2022-06-14,2022-06-20,Standard Class,30.74,Low,CUST0227,Consumer,United States,Philadelphia,Pennsylvania,East,PROD0195,Furniture,Chairs,Chairs Model 874,63.03,9,0.3,17.02,6
ORD00584,2020-08-15,2020-08-18,Second Class,18.37,Medium,CUST0465,Corporate,United States,San Jose,California,West,PROD0065,Furniture,Chairs,Chairs Model 612,1862.01,6,0.3,148.96,3
ORD00585,2021-06-13,2021-06-14,Second Class,25.38,Medium,CUST0154,Consumer,United States,New York,New York,East,PROD0022,Furniture,Chairs,Chairs Model 276,879.5,6,0.3,114.34,1
ORD00586,2022-10-14,2022-10-17,Same Day,9.87,High,CUST0073,Consumer,United States,New York,New York,East,PROD0098,Furniture,Tables,Tables Model 430,493.99,9,0.2,143.26,3
ORD00587,2021-10-29,2021-10-30,Same Day,16.34,Critical,CUST0175,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0095,Furniture,Furnishings,Furnishings Model 551,1931.87,1,0.3,154.55,1
ORD00588,2020-02-05,2020-02-15,Same Day,35.78,High,CUST0455,Corporate,United States,San Diego,California,West,PROD0096,Technology,Computers,Computers Model 934,1295.36,1,0.1,284.98,10
ORD00589,2020-09-05,2020-09-12,Same Day,39.47,Medium,CUST0284,Consumer,United States,Dallas,Texas,South,PROD0059,Office Supplies,Paper,Paper Model 617,1508.92,9,0.1,301.78,7
ORD00590,2020-10-23,2020-10-24,Second Class,23.12,Critical,CUST0046,Consumer,United States,Phoenix,Arizona,West,PROD0084,Technology,Computers,Computers Model 775,1725.59,3,0.2,500.42,1
ORD00591,2022-11-24,2022-11-28,Second Class,17.46,Critical,CUST0357,Corporate,United States,San Jose,California,West,PROD0172,Technology,Phones,Phones Model 307,514.2,6,0.1,30.85,4
ORD00592,2022-09-07,2022-09-11,Same Day,26.8,Critical,CUST0068,Home Office,United States,San Jose,California,West,PROD0068,Furniture,Bookcases,Bookcases Model 148,319.3,10,0.3,70.25,4
ORD00593,2021-10-29,2021-11-02,Second Class,15.7,Critical,CUST0395,Consumer,United States,Dallas,Texas,South,PROD0017,Furniture,Furnishings,Furnishings Model 582,1273.21,8,0,140.05,4
ORD00594,2022-06-08,2022-06-14,Standard Class,27.31,Medium,CUST0027,Home Office,United States,Phoenix,Arizona,West,PROD0089,Technology,Computers,Computers Model 897,928.95,5,0,102.18,6
ORD00595,2020-11-16,2020-11-22,Standard Class,42.45,Critical,CUST0164,Home Office,United States,New York,New York,East,PROD0117,Technology,Accessories,Accessories Model 304,316.99,4,0,91.93,6
ORD00596,2020-06-04,2020-06-11,First Class,24.09,Medium,CUST0060,Home Office,United States,Phoenix,Arizona,West,PROD0018,Furniture,Bookcases,Bookcases Model 314,1517.9,7,0.3,136.61,7
ORD00597,2020-10-24,2020-11-02,First Class,26.75,Medium,CUST0442,Home Office,United States,San Diego,California,West,PROD0071,Office Supplies,Binders,Binders Model 731,1942.76,10,0.1,310.84,9
ORD00598,2020-05-05,2020-05-09,First Class,42.32,Medium,CUST0205,Consumer,United States,Philadelphia,Pennsylvania,East,PROD0064,Office Supplies,Binders,Binders Model 164,1886.28,6,0.2,490.43,4
ORD00599,2020-06-14,2020-06-16,First Class,43.84,Medium,CUST0355,Home Office,United States,Los Angeles,California,West,PROD0026,Technology,Computers,Computers Model 210,1893.96,3,0.3,170.46,2
ORD00600,2020-12-04,2020-12-06,First Class,24.83,Medium,CUST0299,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0118,Furniture,Chairs,Chairs Model 481,1694.85,3,0.3,474.56,2
ORD00601,2022-01-10,2022-01-20,Same Day,36.31,High,CUST0101,Home Office,United States,San Jose,California,West,PROD0108,Office Supplies,Paper,Paper Model 900,1752.03,4,0.1,508.09,10
ORD00602,2022-09-07,2022-09-17,First Class,14.86,Critical,CUST0106,Home Office,United States,Dallas,Texas,South,PROD0096,Technology,Accessories,Accessories Model 423,436.35,9,0,61.09,10
ORD00603,2020-12-09,2020-12-12,Second Class,13.61,Critical,CUST0096,Consumer,United States,Dallas,Texas,South,PROD0180,Office Supplies,Storage,Storage Model 785,1958.92,6,0,391.78,3
ORD00604,2020-07-12,2020-07-13,Same Day,35.23,Low,CUST0410,Home Office,United States,New York,New York,East,PROD0154,Office Supplies,Binders,Binders Model 267,1709.72,2,0.1,461.62,1
ORD00605,2022-12-18,2022-12-23,First Class,46.83,Low,CUST0232,Corporate,United States,Philadelphia,Pennsylvania,East,PROD0141,Technology,Accessories,Accessories Model 900,1562.3,9,0.3,140.61,5
ORD00606,2022-12-15,2022-12-17,Standard Class,49.99,Low,CUST0190,Home Office,United States,San Diego,California,West,PROD0162,Furniture,Chairs,Chairs Model 823,1866.65,7,0.3,186.67,2
ORD00607,2021-10-22,2021-10-26,Same Day,46.39,Low,CUST0047,Home Office,United States,San Jose,California,West,PROD0031,Furniture,Bookcases,Bookcases Model 852,1619.93,9,0.3,194.39,4
ORD00608,2020-03-04,2020-03-12,Same Day,44.03,Critical,CUST0095,Home Office,United States,San Antonio,Texas,South,PROD0005,Office Supplies,Art,Art Model 833,1623.18,7,0.1,194.78,8
ORD00609,2020-08-31,2020-09-02,First Class,20.68,Critical,CUST0132,Consumer,United States,Philadelphia,Pennsylvania,East,PROD0158,Office Supplies,Binders,Binders Model 459,1278.35,6,0.3,357.94,2
ORD00610,2020-08-07,2020-08-17,Standard Class,37.7,Medium,CUST0302,Home Office,United States,San Jose,California,West,PROD0170,Technology,Accessories,Accessories Model 575,1801.35,8,0.1,522.39,10
ORD00611,2020-09-22,2020-10-01,Standard Class,22.04,High,CUST0059,Consumer,United States,Dallas,Texas,South,PROD0169,Technology,Accessories,Accessories Model 775,1281.29,4,0,205.01,9
ORD00612,2022-02-07,2022-02-16,First Class,22.23,High,CUST0321,Consumer,United States,Los Angeles,California,West,PROD0166,Office Supplies,Art,Art Model 520,1641.44,5,0.1,361.12,9
ORD00613,2022-12-14,2022-12-18,First Class,8.3,Low,CUST0220,Corporate,United States,Phoenix,Arizona,West,PROD0109,Technology,Phones,Phones Model 446,1546.63,9,0.1,386.66,4
ORD00614,2020-10-18,2020-10-23,Standard Class,37.95,High,CUST0302,Consumer,United States,Phoenix,Arizona,West,PROD0013,Office Supplies,Paper,Paper Model 693,1676.68,10,0,352.1,5
ORD00615,2021-11-20,2021-11-26,Second Class,30.51,Medium,CUST0087,Consumer,United States,Chicago,Illinois,Central,PROD0117,Furniture,Chairs,Chairs Model 636,1795.79,5,0,215.49,6
ORD00616,2022-06-28,2022-06-30,Standard Class,46.59,Low,CUST0091,Consumer,United States,New York,New York,East,PROD0167,Furniture,Furnishings,Furnishings Model 581,1756.06,5,0,421.45,2
ORD00617,2022-08-11,2022-08-13,Standard Class,23.99,Critical,CUST0474,Consumer,United States,Chicago,Illinois,Central,PROD0005,Technology,Phones,Phones Model 607,1976,3,0.2,296.4,2
ORD00618,2020-01-12,2020-01-13,Same Day,38.88,Critical,CUST0138,Home Office,United States,Houston,Texas,South,PROD0085,Technology,Accessories,Accessories Model 655,1580.58,4,0,268.7,1
ORD00619,2020-11-13,2020-11-21,Standard Class,6.06,High,CUST0443,Home Office,United States,Chicago,Illinois,Central,PROD0090,Furniture,Bookcases,Bookcases Model 717,1224.68,8,0.3,355.16,8
ORD00620,2020-04-13,2020-04-21,Standard Class,13.35,High,CUST0487,Home Office,United States,New York,New York,East,PROD0030,Technology,Accessories,Accessories Model 790,214.77,10,0.2,45.1,8
ORD00621,2021-11-14,2021-11-20,Same Day,9.25,Critical,CUST0428,Home Office,United States,San Diego,California,West,PROD0029,Technology,Computers,Computers Model 211,1958.38,10,0.3,548.35,6
ORD00622,2020-08-29,2020-09-08,Same Day,19.35,Low,CUST0446,Corporate,United States,Chicago,Illinois,Central,PROD0021,Furniture,Furnishings,Furnishings Model 816,1463.05,4,0.1,117.04,10
ORD00623,2021-03-13,2021-03-16,Second Class,12.17,High,CUST0064,Home Office,United States,Chicago,Illinois,Central,PROD0057,Furniture,Tables,Tables Model 817,1897.21,2,0.1,322.53,3
ORD00624,2021-03-06,2021-03-16,Second Class,24.29,Medium,CUST0140,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0138,Furniture,Furnishings,Furnishings Model 228,730.29,9,0,182.57,10
ORD00625,2021-07-26,2021-08-05,First Class,19.46,Critical,CUST0237,Home Office,United States,Houston,Texas,South,PROD0198,Office Supplies,Binders,Binders Model 472,1159.8,10,0.3,104.38,10
ORD00626,2021-03-03,2021-03-07,Standard Class,23.47,Medium,CUST0126,Consumer,United States,Los Angeles,California,West,PROD0134,Office Supplies,Art,Art Model 110,1598.35,3,0.3,367.62,4
ORD00627,2020-12-08,2020-12-14,Second Class,29.13,Low,CUST0282,Consumer,United States,Los Angeles,California,West,PROD0113,Technology,Accessories,Accessories Model 843,1905.27,7,0,533.48,6
ORD00628,2021-07-11,2021-07-19,Standard Class,18.8,Critical,CUST0052,Consumer,United States,Dallas,Texas,South,PROD0082,Furniture,Tables,Tables Model 925,1703.56,8,0.3,357.75,8
ORD00629,2022-02-27,2022-03-09,Second Class,28.17,High,CUST0195,Home Office,United States,Los Angeles,California,West,PROD0023,Office Supplies,Art,Art Model 359,1358.15,5,0,271.63,10
ORD00630,2021-09-21,2021-09-30,First Class,40.91,High,CUST0225,Home Office,United States,San Jose,California,West,PROD0013,Office Supplies,Binders,Binders Model 376,1077.06,9,0.1,193.87,9
ORD00631,2020-02-25,2020-02-29,Second Class,9.42,Low,CUST0498,Home Office,United States,New York,New York,East,PROD0065,Furniture,Bookcases,Bookcases Model 778,145.21,6,0.3,37.75,4
ORD00632,2020-07-11,2020-07-16,Second Class,20.05,Low,CUST0163,Home Office,United States,San Jose,California,West,PROD0105,Furniture,Bookcases,Bookcases Model 759,1097.92,7,0,175.67,5
ORD00633,2022-08-20,2022-08-23,Standard Class,27.14,High,CUST0088,Corporate,United States,Phoenix,Arizona,West,PROD0039,Technology,Phones,Phones Model 581,164.78,1,0.3,9.89,3
ORD00634,2021-03-24,2021-04-02,Standard Class,15.91,High,CUST0471,Consumer,United States,San Antonio,Texas,South,PROD0174,Technology,Accessories,Accessories Model 201,1245.57,1,0.2,87.19,9
ORD00635,2020-01-23,2020-01-29,Second Class,19.35,High,CUST0151,Consumer,United States,New York,New York,East,PROD0095,Technology,Phones,Phones Model 626,321.26,5,0.3,32.13,6
ORD00636,2022-09-19,2022-09-23,Second Class,28.13,Critical,CUST0332,Corporate,United States,San Antonio,Texas,South,PROD0083,Furniture,Furnishings,Furnishings Model 167,751.83,3,0,135.33,4
